job_position_name,educationaL_requirements,skills_required,matched_score,skills_count,educational_institution_name_count,degree_names_count,passing_years_count,educational_results_count,result_types_count,major_field_of_studies_count,professional_company_names_count,start_dates_count,end_dates_count,related_skils_in_job_count,positions_count,locations_count,extra_curricular_activity_types_count,extra_curricular_organization_names_count,role_positions_count,languages_count,proficiency_levels_count,certification_providers_count,certification_skills_count,issue_dates_count,expiry_dates_count,required_exp_years,min_age_required
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",65.0,9,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,22
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",51.66666669999999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,22
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",65.0,35,2,2,2,2,2,2,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,25
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,88.3333333,7,2,2,2,2,2,2,3,3,1,3,3,3,2,2,2,2,2,0,0,0,0,0,20
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",85.0,21,2,2,2,1,1,2,4,3,3,4,4,2,0,0,0,0,0,0,0,0,0,3,25
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",45.0,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",85.0,15,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,5,30
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",65.0,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,22
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,11,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,3,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",45.0,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,5,28
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",85.0,10,1,1,1,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,4,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",74.00000000000001,31,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,0,0,2,2,2,0,5,30
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,7,1,1,1,0,0,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,3,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",35.0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5,24
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",75.0,26,1,1,1,1,1,1,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",69.33333329999999,36,11,11,11,0,0,11,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",81.66666670000001,33,4,4,4,4,4,4,7,7,6,0,7,7,0,0,0,0,0,0,0,0,0,3,25
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",68.33333333333333,20,2,2,2,2,2,2,4,4,4,2,4,4,0,0,0,3,3,1,0,1,0,0,22
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",81.66666666666667,13,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,0,0,1,0,1,0,15,52
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,45.0,36,11,11,11,0,0,11,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",81.66666670000001,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",45.0,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,25
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",75.0,16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",85.0,35,3,3,3,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,15,52
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",51.66666669999999,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",65.0,18,5,5,5,5,5,5,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,15,52
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,65.0,50,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",31.66666666666666,58,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,2,25
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",82.66666670000001,46,3,3,3,1,1,3,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,5,24
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",85.0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",68.33333333333333,14,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,30
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",30.6666667,70,2,2,2,0,0,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,1,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",55.00000000000001,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",68.33333329999999,9,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,28
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",65.0,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,22
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",77.0,14,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",78.33333333333333,34,2,2,0,0,0,1,7,7,7,0,7,7,6,6,6,0,0,0,0,0,0,3,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,65.0,11,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",77.0,12,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,4,0
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",52.33333329999999,13,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,5,25
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",85.0,45,2,2,2,2,2,2,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,3,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,61,1,1,1,1,1,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,1,25
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,10,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,3,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,50.66666669999999,20,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",61.33333330000001,15,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,2,2,0,0,1,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,91.6666667,10,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",79.33333329999999,51,2,2,2,0,0,2,3,2,1,3,3,0,0,0,0,0,0,1,1,1,0,5,30
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",65.0,35,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",55.00000000000001,66,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,20,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,3,40
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,45.0,13,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,0,0,1,0,1,0,1,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",55.00000000000001,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",35.0,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,52
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",85.0,20,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,0,0,1,0,1,0,0,22
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",71.66666670000001,25,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,28
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",85.0,8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",85.0,16,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",76.0,5,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,25
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",35.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,52
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",79.33333333333333,13,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,0,0,1,0,1,0,2,0
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",85.0,36,11,11,11,0,0,11,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,4,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,28,2,1,2,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",68.33333329999999,13,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,0,0,0,0,0,0,5,0
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",30.666666666666657,36,1,1,1,0,0,1,6,6,5,6,6,6,0,0,0,0,0,0,0,0,0,2,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",85.0,13,2,2,2,0,0,2,6,6,6,6,6,6,0,0,0,0,0,1,0,1,0,3,25
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",46.0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,22
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",45.0,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,25
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",65.0,6,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,2,2,0,0,0,0,4,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",81.66666670000001,27,1,1,1,1,1,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,5,28
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",45.0,22,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,10,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,1,25
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,61.66666669999999,13,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,18
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,26,2,1,2,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,40
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,64.33333333333334,12,1,1,1,0,0,1,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,3,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,72.66666670000001,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,3,40
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",65.0,18,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,10,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,3,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",78.33333329999999,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,85.0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,20
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",67.6666667,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",54.6666667,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,22
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",81.66666670000001,39,3,3,3,3,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",68.33333329999999,16,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2,0,2,0,5,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,75.0,27,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,0,0,2,1,2,0,0,20
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",78.33333333333333,13,1,1,1,1,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,0
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",78.33333333333333,13,1,1,1,1,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",71.66666666666667,6,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,2,2,0,0,0,0,1,25
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",65.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,81.66666666666667,52,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,0,0,0,0,3,0
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",75.0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",78.33333333333333,33,3,3,1,0,0,1,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,2,0
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,25
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,78.33333333333333,56,3,3,3,0,0,3,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,18
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",65.0,5,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,1,1,0,0,0,0,1,25
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",85.0,16,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",82.66666670000001,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,25
